Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Power,Seats
Toyota i20,2018,6.91,21.21,100402,Petrol,Dealer,Manual,First,21.8,2179,120.2,6
Maruti Innova,2005,5.1,21.77,39485,Electric,Individual,Automatic,First,17.4,799,166.0,7
Maruti City,2015,3.26,15.51,118502,Diesel,Dealer,Manual,First,26.9,1498,104.9,5
Ford City,2012,4.77,20.06,18682,Petrol,Dealer,Automatic,Second,26.9,2993,141.7,5
Renault City,2008,0.7,10.71,126008,Petrol,Individual,Manual,Second,23.3,1598,115.3,6
Maruti XUV300,2005,1.06,4.96,18255,CNG,Individual,Manual,First,15.8,1997,139.3,5
Hyundai Magnite,2014,3.63,22.9,103239,Petrol,Dealer,Manual,First,27.1,799,51.0,5
Toyota Magnite,2019,6.33,11.85,23782,Petrol,Individual,Manual,First,13.7,1498,78.6,5
Tata Polo,2005,0.5,5.57,109188,Petrol,Dealer,Manual,First,14.6,2179,108.5,5
Maruti Nexon,2008,2.13,15.79,83484,Diesel,Individual,Manual,Third,18.4,2179,191.4,4
Maruti EcoSport,2009,0.57,5.61,81996,Petrol,Individual,Automatic,First,22.5,1598,75.9,5
Maruti Polo,2013,0.5,3.7,36417,Petrol,Dealer,Manual,First,23.1,1598,82.7,8
Toyota Magnite,2019,11.44,21.06,48618,Petrol,Dealer,Automatic,First,15.3,799,175.2,5
Mahindra City,2018,3.03,7.02,54223,Diesel,Individual,Manual,First,16.9,1197,52.5,5
Honda EcoSport,2010,0.6,6.55,93209,Petrol,Individual,Automatic,First,15.8,1197,166.0,4
Toyota City,2008,1.93,17.99,116023,Petrol,Dealer,Manual,Third,27.4,1197,103.2,5
Maruti Innova,2012,1.27,6.45,140899,CNG,Dealer,Manual,First,23.4,1197,84.7,5
Ford Kwid,2011,1.18,7.85,57999,Petrol,Individual,Manual,First,16.6,2184,97.2,4
Hyundai Nexon,2009,1.54,3.18,6657,Petrol,Dealer,Automatic,First,18.9,1997,132.1,5
Mahindra Polo,2020,7.09,22.46,83270,Petrol,Dealer,Automatic,Fourth & Above,18.3,2179,81.6,7
Maruti Polo,2020,8.55,16.63,59786,Electric,Dealer,Manual,First,16.9,2179,77.2,5
Maruti Innova,2006,0.75,6.76,90016,Diesel,Individual,Manual,First,24.9,2179,149.3,5
Maruti EcoSport,2017,1.08,9.7,133447,Petrol,Dealer,Manual,Third,15.4,799,51.5,7
Ford Polo,2016,2.08,9.9,46198,Petrol,Individual,Manual,Fourth & Above,20.7,2993,130.3,5
Hyundai XUV300,2016,4.15,12.03,33202,Diesel,Dealer,Manual,Second,26.9,1199,117.5,5
Tata Nexon,2020,5.03,10.3,71630,Petrol,Individual,Manual,First,18.3,1199,74.2,5
Maruti Innova,2010,2.94,10.62,8969,Petrol,Individual,Manual,First,18.3,1598,170.4,5
Nissan Innova,2019,4.21,9.54,62062,Petrol,Individual,Automatic,Second,14.3,1199,65.8,4
Maruti Innova,2016,1.89,4.79,125617,Petrol,Individual,Manual,First,17.6,1197,136.7,7
Maruti EcoSport,2006,1.17,12.56,137233,Petrol,Dealer,Manual,Third,15.2,1396,114.4,5
Maruti Swift,2005,4.86,13.83,12135,Petrol,Dealer,Automatic,First,25.8,1197,68.9,8
Toyota City,2016,2.31,6.34,20216,CNG,Individual,Manual,First,18.0,2179,52.8,5
Toyota Polo,2014,1.84,8.52,91483,Diesel,Dealer,Automatic,First,21.5,1997,69.0,4
Honda Kwid,2006,2.63,21.52,123843,Diesel,Individual,Automatic,First,22.1,2179,194.8,4
Honda XUV300,2014,3.13,15.03,94745,Petrol,Individual,Automatic,First,25.6,1199,159.0,6
Nissan XUV300,2005,6.49,21.43,12697,Diesel,Dealer,Automatic,First,26.8,1396,145.1,5
Honda Nexon,2018,2.41,5.96,11638,Petrol,Dealer,Automatic,Second,16.6,2993,50.0,6
Hyundai City,2018,0.74,3.28,74590,Diesel,Individual,Automatic,Third,20.8,2179,107.6,5
Maruti Nexon,2019,15.41,24.49,9042,Petrol,Individual,Automatic,First,25.0,2184,121.5,5
Hyundai Innova,2010,3.75,16.03,59383,Petrol,Individual,Manual,First,23.1,1199,163.0,7
Honda Kwid,2019,6.37,16.58,80986,Petrol,Individual,Manual,First,16.8,2179,62.9,4
Maruti Nexon,2018,1.58,4.06,51121,Diesel,Dealer,Manual,Second,16.0,1498,147.9,5
Maruti XUV300,2011,3.27,17.1,78369,Diesel,Dealer,Automatic,First,23.7,2179,196.3,6
Maruti Innova,2008,0.96,11.71,126136,Diesel,Dealer,Manual,First,24.6,998,137.7,8
Maruti Innova,2018,1.3,6.56,95909,Petrol,Dealer,Manual,Third,26.0,1997,197.9,4
Honda EcoSport,2010,2.27,13.02,61809,Diesel,Dealer,Manual,First,16.2,998,110.2,5
Maruti Swift,2008,0.5,7.59,144993,Petrol,Dealer,Manual,First,13.9,1997,170.5,5
Maruti Kwid,2020,7.35,15.28,21122,Petrol,Individual,Manual,Third,24.1,1598,125.4,5
Mahindra Innova,2011,2.36,17.93,54593,Electric,Dealer,Manual,Second,24.8,1197,127.4,5
Renault Kwid,2014,1.29,13.59,143869,Diesel,Dealer,Automatic,First,15.6,2993,69.8,5
Maruti City,2011,3.29,22.85,108844,CNG,Individual,Manual,First,15.2,1199,103.0,6
Honda Polo,2014,3.78,20.26,80318,Petrol,Individual,Manual,First,12.2,799,135.7,5
Ford Magnite,2011,0.96,11.22,111438,Petrol,Dealer,Manual,First,18.2,1498,107.8,7
Renault City,2012,1.82,8.95,48129,Petrol,Individual,Manual,First,21.2,1197,181.7,5
Honda Swift,2014,4.53,23.81,14837,Petrol,Individual,Automatic,Fourth & Above,24.7,2179,74.9,4
Toyota EcoSport,2015,1.97,4.03,57413,Petrol,Individual,Manual,First,22.7,1197,99.7,6
Honda Innova,2018,5.51,24.75,130849,Diesel,Individual,Manual,First,15.8,2179,57.6,5
Maruti Magnite,2017,4.41,13.45,47814,Diesel,Individual,Manual,Second,25.5,1598,86.1,7
Hyundai City,2015,7.62,24.52,61759,Diesel,Dealer,Automatic,First,21.3,1197,128.3,4
Maruti EcoSport,2007,2.12,6.08,24023,Diesel,Individual,Manual,First,22.1,1197,109.4,5
Hyundai Nexon,2017,2.69,16.06,142046,Petrol,Individual,Manual,First,15.6,1997,161.3,4
Hyundai i20,2020,10.47,15.41,34320,Diesel,Individual,Manual,First,14.1,799,70.0,5
Hyundai Kwid,2013,0.5,13.92,110468,Diesel,Dealer,Manual,Third,14.8,1197,59.1,4
Toyota Innova,2017,3.26,8.58,27499,Petrol,Individual,Manual,First,17.1,1197,171.3,5
Maruti Swift,2006,0.5,6.99,137534,Petrol,Individual,Manual,First,13.1,2179,62.2,4
Maruti Kwid,2013,3.8,16.31,5515,Diesel,Individual,Automatic,Third,12.3,1197,133.6,6
Mahindra Innova,2014,2.78,19.19,114756,Petrol,Individual,Manual,First,26.4,1396,50.1,7
Maruti Innova,2017,8.57,17.85,29648,Diesel,Dealer,Manual,First,27.6,1598,62.6,5
Maruti i20,2016,0.76,4.2,107892,Diesel,Individual,Manual,First,20.1,2184,72.1,5
Maruti EcoSport,2019,9.44,23.27,25863,CNG,Dealer,Automatic,Third,25.5,799,148.7,5
Volkswagen i20,2020,13.66,20.79,6577,Petrol,Individual,Automatic,Second,16.4,1498,153.5,7
Toyota Kwid,2021,7.61,17.73,81106,Petrol,Dealer,Manual,Second,25.8,1197,192.9,5
Volkswagen Innova,2020,3.67,9.88,100558,Petrol,Individual,Automatic,Second,16.0,2993,145.8,5
Tata Swift,2020,9.39,21.68,73694,Petrol,Individual,Manual,First,23.5,2179,96.2,5
Toyota Swift,2018,4.35,10.17,20386,Diesel,Individual,Manual,First,27.1,2179,69.8,8
Honda Innova,2021,4.63,7.87,46505,Petrol,Dealer,Manual,First,19.1,1598,125.8,5
Toyota XUV300,2007,2.38,22.69,142521,Diesel,Individual,Manual,First,24.0,1396,149.1,6
Maruti Kwid,2009,1.91,8.71,52922,Petrol,Dealer,Manual,First,12.0,1199,126.9,5
Ford Swift,2011,5.3,23.43,5215,Petrol,Dealer,Manual,Second,23.4,2184,66.6,4
Nissan i20,2014,1.06,9.04,134648,Petrol,Individual,Manual,First,22.8,2184,181.6,6
Hyundai Innova,2007,2.49,20.78,84465,Diesel,Dealer,Automatic,Third,18.4,998,64.6,6
Maruti Magnite,2010,1.95,10.42,43871,Petrol,Individual,Automatic,First,20.6,1598,78.1,5
Hyundai Polo,2015,3.64,22.92,77104,Petrol,Individual,Manual,Second,27.9,1498,98.1,5
Volkswagen Polo,2007,4.35,16.97,29466,Petrol,Dealer,Automatic,First,25.8,1498,61.7,8
Maruti Polo,2012,0.89,7.67,85859,Diesel,Individual,Automatic,Second,26.2,1396,92.6,5
Hyundai Innova,2018,3.72,14.98,128206,Diesel,Individual,Manual,First,25.3,1498,160.9,5
Maruti i20,2010,0.67,12.1,75934,LPG,Dealer,Manual,Fourth & Above,23.8,1199,76.9,5
Renault i20,2005,3.22,14.18,13997,Petrol,Individual,Manual,Second,15.1,998,117.5,5
Toyota Nexon,2013,1.82,10.37,88123,Diesel,Dealer,Manual,First,25.0,799,113.9,8
Toyota City,2016,3.17,16.22,93095,Petrol,Individual,Manual,First,24.8,998,106.7,5
Hyundai Magnite,2005,4.7,21.78,32160,Diesel,Dealer,Manual,First,14.4,1997,131.6,5
Tata Kwid,2013,1.74,10.54,58364,Diesel,Individual,Automatic,First,19.1,1997,62.1,7
Honda Swift,2013,4.01,22.59,79462,Petrol,Individual,Manual,First,12.9,2993,119.8,5
Ford Innova,2018,6.7,24.15,126169,Diesel,Dealer,Automatic,First,16.8,799,96.8,6
Nissan Innova,2011,2.48,10.46,38980,Diesel,Individual,Manual,First,18.2,1997,162.3,5
Honda Nexon,2013,0.53,7.82,107489,Diesel,Individual,Manual,First,13.7,1199,157.3,8
Mahindra Swift,2017,5.45,16.6,40709,Petrol,Dealer,Manual,First,12.6,2179,103.7,5
Hyundai i20,2018,2.94,16.21,143561,Diesel,Individual,Manual,Third,20.3,1199,67.9,5
Hyundai Nexon,2020,5.87,15.85,105435,Diesel,Dealer,Automatic,Second,14.9,1197,74.8,6
Hyundai City,2010,0.5,7.66,134863,Petrol,Individual,Automatic,Second,19.0,1598,157.9,7
Maruti Magnite,2021,3.75,5.67,5882,Petrol,Dealer,Manual,Second,23.4,2179,195.5,6
Renault Swift,2014,4.34,16.02,34063,Petrol,Individual,Manual,First,18.5,2184,100.2,5
Maruti Magnite,2016,2.35,14.15,149821,Diesel,Individual,Manual,First,26.3,1598,125.4,5
Ford Polo,2016,3.26,9.95,20734,Petrol,Dealer,Manual,First,17.2,1997,195.9,5
Hyundai i20,2016,2.13,8.28,56482,Petrol,Individual,Manual,Fourth & Above,19.5,1598,55.5,4
Tata Nexon,2012,2.34,23.76,83353,Petrol,Dealer,Manual,Third,17.5,998,99.9,5
Maruti Innova,2021,19.25,24.26,20577,Diesel,Individual,Automatic,First,22.1,1396,93.5,5
Maruti Swift,2016,7.99,23.34,51900,Petrol,Dealer,Manual,First,13.0,1197,101.5,7
Maruti i20,2017,6.33,21.93,147283,Petrol,Individual,Automatic,First,14.0,1997,161.9,6
Maruti EcoSport,2015,3.67,22.78,138964,Petrol,Dealer,Automatic,First,22.7,1197,95.1,5
Maruti Magnite,2009,4.55,24.9,92892,Petrol,Dealer,Automatic,First,14.1,1199,175.8,6
Maruti Magnite,2009,0.5,9.64,146835,Petrol,Individual,Manual,First,27.6,998,162.7,7
Renault Innova,2005,1.43,7.73,118768,Diesel,Individual,Manual,Second,23.8,1396,109.9,5
Maruti Polo,2008,1.89,23.21,111471,Petrol,Individual,Manual,Second,22.2,1396,77.1,7
Ford Innova,2013,0.72,5.93,32675,Petrol,Dealer,Manual,First,14.7,2184,67.7,8
Tata Magnite,2011,0.63,3.37,76101,Diesel,Individual,Automatic,First,20.1,998,190.1,5
Ford City,2015,3.34,14.04,82527,Petrol,Dealer,Manual,Second,19.1,1199,163.5,5
Tata i20,2021,1.81,5.45,92508,Petrol,Individual,Manual,Second,20.9,1598,195.8,5
Tata i20,2018,1.94,5.84,38635,Diesel,Individual,Manual,First,13.2,2993,191.0,5
Nissan Magnite,2013,0.55,6.94,120140,Petrol,Dealer,Manual,Second,20.3,799,158.1,5
Honda Polo,2015,0.5,3.6,70184,Petrol,Individual,Manual,Second,27.8,2184,126.4,7
Volkswagen EcoSport,2020,7.94,24.17,139515,Petrol,Dealer,Automatic,First,21.3,1498,192.8,6
Volkswagen City,2013,2.52,12.85,96288,Petrol,Individual,Manual,First,13.4,1396,120.8,6
Hyundai EcoSport,2017,3.03,10.64,87768,Diesel,Individual,Manual,First,21.8,2993,130.6,4
Toyota Swift,2009,1.72,24.9,145021,Petrol,Individual,Manual,First,27.6,1396,58.7,6
Maruti Innova,2018,4.31,9.5,63123,Petrol,Individual,Automatic,First,26.3,2179,167.3,5
Maruti Innova,2005,1.57,7.13,100377,Diesel,Dealer,Automatic,Second,26.0,998,180.2,5
Toyota Nexon,2008,0.5,5.03,67501,Petrol,Individual,Automatic,First,21.6,998,87.1,5
Hyundai Polo,2020,5.65,19.2,97837,Petrol,Individual,Manual,Second,12.8,2184,98.1,5
Maruti Nexon,2006,2.9,12.78,34661,Diesel,Individual,Manual,First,25.6,2993,63.3,5
Ford i20,2016,6.68,18.12,12857,Petrol,Dealer,Automatic,Second,13.9,799,143.0,5
Maruti Nexon,2021,3.93,8.97,62042,Petrol,Individual,Manual,First,18.3,1199,180.7,5
Toyota City,2016,2.76,12.51,95925,Diesel,Dealer,Manual,First,13.0,2179,198.9,6
Maruti Magnite,2019,0.5,6.02,128714,Petrol,Individual,Automatic,Second,27.8,2179,65.7,5
Hyundai Polo,2020,8.25,15.52,10666,Petrol,Dealer,Manual,Third,21.1,2184,157.2,5
Maruti Nexon,2017,4.49,9.83,8880,Petrol,Individual,Manual,First,20.9,1598,189.2,7
Ford i20,2019,6.64,17.17,98860,Diesel,Dealer,Automatic,First,25.2,1498,62.2,5
Maruti Magnite,2019,1.15,5.94,116915,Diesel,Dealer,Manual,First,26.0,2179,90.1,7
Ford Magnite,2017,0.74,4.08,146439,Petrol,Individual,Manual,First,25.1,1396,175.2,6
Maruti Kwid,2011,4.64,24.95,12170,Diesel,Individual,Manual,Fourth & Above,13.2,799,175.5,8
Honda City,2007,3.62,17.3,66720,Diesel,Individual,Manual,First,13.0,2184,58.3,5
Hyundai Magnite,2016,2.22,11.76,97244,Petrol,Individual,Manual,First,17.7,1396,149.3,6
Maruti Swift,2020,10.72,16.15,30523,Diesel,Individual,Automatic,First,25.9,2993,173.2,5
Hyundai Kwid,2015,0.5,10.74,148988,Diesel,Dealer,Manual,Second,12.4,1997,57.3,6
Hyundai Magnite,2014,2.66,15.81,29143,Diesel,Dealer,Manual,Third,18.3,1498,57.4,5
Volkswagen Swift,2013,0.5,9.25,108002,Petrol,Dealer,Automatic,Second,21.3,1598,153.0,7
Toyota i20,2013,2.93,21.89,112648,Petrol,Individual,Manual,First,21.6,2184,142.7,6
Toyota Nexon,2006,0.78,4.24,104108,Petrol,Individual,Manual,First,18.9,1396,55.0,5
Maruti Polo,2016,0.74,4.06,64902,CNG,Individual,Manual,First,24.1,1197,84.9,5
Toyota Swift,2019,6.27,13.85,55755,Petrol,Individual,Automatic,First,16.7,2184,58.3,6
Tata Swift,2009,4.78,23.84,18288,Diesel,Dealer,Manual,Second,15.0,799,120.4,4
Volkswagen Innova,2020,4.07,12.3,117255,Petrol,Individual,Automatic,Second,20.7,1199,188.6,6
Hyundai EcoSport,2008,2.78,18.02,51694,Petrol,Dealer,Manual,First,20.2,1197,174.9,8
Maruti Innova,2020,11.62,17.83,26602,Petrol,Dealer,Automatic,First,15.6,2993,186.5,5
Hyundai City,2009,4.08,19.77,88049,Petrol,Individual,Automatic,First,22.0,1199,60.1,5
Mahindra i20,2018,3.41,10.69,124415,Diesel,Individual,Manual,First,13.5,1598,85.3,5
Maruti Magnite,2020,14.49,24.99,28525,Petrol,Individual,Manual,First,13.3,998,169.3,5
Nissan Kwid,2014,2.86,6.6,26058,Petrol,Dealer,Automatic,First,13.4,2184,109.9,5
Mahindra City,2013,0.58,3.41,29309,Petrol,Dealer,Manual,Third,19.9,1396,116.9,6
Ford Kwid,2006,3.03,17.02,81870,Petrol,Individual,Manual,First,22.2,1997,114.8,6
Hyundai i20,2015,2.51,16.86,110433,Petrol,Individual,Manual,Second,16.4,998,101.8,5
Honda i20,2019,9.88,24.11,86171,Diesel,Individual,Manual,First,23.0,2993,53.0,5
Maruti Nexon,2013,0.5,6.2,111080,Petrol,Individual,Manual,First,15.8,1396,174.5,5
Maruti Swift,2015,1.74,12.86,148377,Petrol,Individual,Manual,Fourth & Above,19.7,799,69.6,5
Maruti Magnite,2010,5.36,21.3,20605,LPG,Individual,Manual,First,14.1,1598,72.4,7
Hyundai Magnite,2013,1.34,6.62,96009,Diesel,Individual,Automatic,First,18.1,2184,197.7,5
Maruti Nexon,2013,0.5,6.85,91148,LPG,Dealer,Manual,Fourth & Above,12.1,998,65.1,5
Maruti XUV300,2007,2.14,14.73,99346,Diesel,Dealer,Manual,First,18.6,2184,188.8,5
Maruti XUV300,2006,3.46,17.97,6906,Petrol,Individual,Manual,Second,12.5,1396,143.4,5
Hyundai Nexon,2005,2.57,11.81,45297,Petrol,Individual,Manual,First,22.8,2993,63.1,7
Maruti Polo,2009,1.23,9.36,141260,Petrol,Dealer,Manual,First,22.3,1396,197.4,5
Hyundai Kwid,2006,1.98,18.43,132514,CNG,Individual,Automatic,First,20.7,1199,124.8,4
Ford Polo,2013,2.25,6.29,15976,Petrol,Individual,Manual,Second,13.3,1197,127.8,4
Honda Kwid,2019,2.89,5.63,24252,CNG,Dealer,Automatic,Third,20.3,1199,131.9,4
Tata XUV300,2020,7.51,22.24,108399,Diesel,Dealer,Manual,First,24.6,1199,64.5,5
Maruti Magnite,2021,7.46,11.47,40929,Petrol,Dealer,Manual,First,19.3,1396,65.9,5
Hyundai Innova,2011,1.64,10.5,78366,Petrol,Dealer,Manual,First,27.0,1498,135.9,5
Volkswagen EcoSport,2006,2.72,10.35,45643,LPG,Individual,Manual,Second,14.7,799,55.3,5
Hyundai Swift,2015,2.96,11.3,86029,Petrol,Individual,Manual,Second,12.3,1197,123.4,5
Toyota EcoSport,2010,2.44,23.18,146774,Petrol,Individual,Manual,First,25.1,1997,78.3,5
Maruti Magnite,2020,1.07,5.72,109126,LPG,Dealer,Automatic,First,16.3,2184,124.0,5
Maruti Polo,2014,1.14,14.62,122595,Petrol,Individual,Automatic,Second,20.2,1598,67.3,5
Mahindra Magnite,2016,0.91,3.4,118457,Petrol,Individual,Manual,First,27.7,1997,181.4,6
Maruti i20,2018,3.45,13.72,136042,Electric,Dealer,Manual,First,23.6,1997,78.1,4
Maruti Polo,2016,1.79,3.35,22558,Petrol,Dealer,Manual,First,27.8,1396,147.4,5
Hyundai Swift,2021,16.06,21.4,6541,Petrol,Individual,Manual,First,17.1,1598,126.2,5
Maruti Polo,2010,0.5,8.65,137385,Electric,Dealer,Manual,First,26.7,2179,193.3,5
Maruti EcoSport,2006,0.78,14.48,116266,Diesel,Individual,Manual,First,24.6,1997,124.5,5
Ford Swift,2006,0.69,6.38,35782,Petrol,Dealer,Automatic,Second,15.0,1598,65.9,5
Maruti Innova,2014,4.66,20.18,27936,Diesel,Individual,Manual,First,18.1,1199,73.9,5
Toyota Nexon,2018,1.52,7.86,107802,Diesel,Individual,Manual,First,24.8,1199,63.7,5
Mahindra XUV300,2014,2.05,11.81,53114,Petrol,Individual,Manual,Fourth & Above,26.1,1197,177.7,5
Maruti XUV300,2016,2.69,17.04,139365,Diesel,Individual,Manual,Second,27.4,1997,88.3,5
Tata XUV300,2017,4.43,15.38,27784,Diesel,Dealer,Manual,Third,18.9,2179,62.8,5
Toyota XUV300,2006,1.64,9.85,115218,Diesel,Dealer,Manual,First,21.0,1396,106.4,5
Hyundai Swift,2005,2.89,14.53,56507,Diesel,Dealer,Manual,First,21.0,2184,147.2,4
Hyundai Kwid,2019,2.37,4.79,137040,LPG,Individual,Manual,First,12.6,2993,108.0,5
Hyundai Nexon,2012,2.22,12.12,85771,CNG,Individual,Manual,Second,22.2,1598,112.7,4
Maruti Nexon,2011,2.8,23.26,113775,LPG,Individual,Manual,First,25.6,799,131.2,5
Maruti XUV300,2019,2.21,4.32,51219,Diesel,Dealer,Manual,Second,20.4,1598,161.2,6
Maruti City,2019,4.37,13.11,111917,Petrol,Individual,Manual,Second,18.8,1997,112.0,6
Toyota Magnite,2016,2.34,9.11,92421,Diesel,Individual,Automatic,First,20.8,998,181.0,4
Maruti EcoSport,2013,2.47,19.46,115494,Petrol,Individual,Manual,First,18.8,2179,160.3,6
Maruti Innova,2007,1.47,10.4,78719,Petrol,Dealer,Automatic,Second,16.3,2184,77.1,6
Maruti Polo,2009,0.98,11.33,73921,Petrol,Individual,Manual,First,23.6,1197,79.7,5
Nissan Polo,2012,1.95,12.48,80386,Diesel,Individual,Automatic,First,17.1,1997,78.7,5
Maruti Swift,2014,2.89,13.71,8985,Diesel,Dealer,Manual,Third,23.6,2184,117.4,6
Hyundai i20,2008,1.61,14.38,107951,Diesel,Individual,Manual,First,15.1,1997,90.3,5
Maruti Magnite,2011,2.82,12.04,17336,LPG,Dealer,Manual,First,15.5,799,194.4,5
Nissan XUV300,2015,0.97,3.79,62378,Diesel,Individual,Automatic,Third,22.9,1598,81.0,7
Ford Nexon,2019,6.11,14.82,80622,Diesel,Individual,Automatic,Second,26.5,1396,53.7,6
Hyundai EcoSport,2006,1.05,8.12,122450,CNG,Dealer,Manual,First,22.7,2993,119.0,5
Nissan Nexon,2013,0.5,4.89,90765,Petrol,Individual,Manual,First,21.4,1199,88.8,4
Maruti Swift,2018,10.01,19.61,12065,Petrol,Dealer,Manual,First,14.5,1199,172.8,5
Ford Nexon,2005,1.19,4.73,144491,Diesel,Individual,Automatic,First,18.0,1997,135.3,7
Renault Polo,2014,1.12,17.72,114101,Petrol,Individual,Manual,First,17.7,1997,154.3,5
Mahindra Swift,2012,1.83,14.74,86976,CNG,Dealer,Manual,First,16.1,1498,184.9,6
Maruti Magnite,2017,1.57,4.26,128313,Diesel,Dealer,Manual,First,23.6,1498,111.0,5
Maruti Polo,2015,2.9,10.6,40825,Diesel,Individual,Manual,Second,20.4,2184,60.4,5
Honda Kwid,2014,3.05,12.9,41069,Petrol,Individual,Manual,First,20.0,1199,158.7,5
Maruti i20,2013,1.25,6.92,143905,Petrol,Dealer,Automatic,First,17.7,1197,102.0,6
Mahindra XUV300,2008,1.48,10.3,90395,Petrol,Dealer,Manual,Second,15.9,1997,174.6,5
Tata i20,2020,3.33,8.74,134344,Petrol,Individual,Manual,Second,12.3,1598,94.6,5
Maruti Magnite,2014,2.79,7.79,20775,Diesel,Individual,Manual,First,24.9,998,95.7,4
Volkswagen Innova,2008,1.55,8.0,21940,Petrol,Dealer,Automatic,Second,25.7,2179,73.1,6
Maruti EcoSport,2020,5.96,19.99,119212,Diesel,Individual,Manual,First,24.6,1997,63.5,8
Maruti Kwid,2014,2.4,10.58,99244,Diesel,Individual,Manual,First,27.0,799,164.6,6
Honda Nexon,2014,2.49,24.88,148956,Petrol,Individual,Automatic,Second,13.8,2179,138.1,5
Honda Polo,2009,0.71,9.27,106437,CNG,Individual,Manual,Third,17.3,1396,180.5,5
Maruti City,2012,2.01,6.45,38892,Petrol,Individual,Manual,First,19.7,799,139.8,5
Renault Swift,2006,2.1,12.03,47249,Petrol,Dealer,Manual,First,16.6,1598,96.9,4
Hyundai Magnite,2007,3.67,14.78,41159,Diesel,Individual,Manual,First,17.1,1396,65.0,4
Hyundai Swift,2008,2.5,14.78,87809,Diesel,Individual,Manual,First,27.6,1498,82.3,6
Maruti Magnite,2020,4.57,17.87,146044,Petrol,Individual,Manual,First,27.0,1396,73.5,5
Nissan EcoSport,2014,3.45,19.4,90192,Petrol,Individual,Manual,First,18.4,1199,84.0,7
Mahindra City,2021,0.81,5.36,129746,Diesel,Individual,Manual,First,15.6,2179,193.7,4
Hyundai i20,2006,1.92,15.72,144931,Petrol,Individual,Automatic,First,17.3,2993,115.2,5
Maruti XUV300,2009,4.02,19.88,72560,Petrol,Individual,Automatic,First,27.0,799,72.4,5
Renault i20,2021,14.93,22.72,31425,Petrol,Individual,Manual,First,22.9,1997,55.7,5
Maruti Polo,2021,3.6,9.03,76309,Diesel,Individual,Manual,Fourth & Above,15.2,1197,147.3,5
Hyundai Polo,2019,14.3,20.87,14967,Petrol,Individual,Automatic,First,22.5,1199,147.4,5
Honda Polo,2014,0.54,5.06,139418,Petrol,Individual,Manual,First,18.1,1498,95.8,5
Maruti Swift,2021,8.1,22.41,146964,Diesel,Individual,Automatic,First,26.5,1199,51.1,6
Hyundai EcoSport,2021,5.21,18.46,136632,Petrol,Dealer,Automatic,Second,16.8,1598,176.4,5
Maruti Polo,2018,6.08,12.09,55762,Petrol,Dealer,Manual,First,22.8,1498,130.5,7
Tata i20,2009,3.75,12.45,17120,Diesel,Dealer,Automatic,Second,17.6,1197,62.5,7
Mahindra Swift,2011,4.12,16.67,26274,Petrol,Dealer,Manual,First,17.5,1396,65.2,5
Maruti Kwid,2013,1.64,9.15,94110,Petrol,Individual,Manual,First,17.7,1199,84.2,6
Toyota Nexon,2017,1.5,4.68,39413,Diesel,Dealer,Manual,Second,16.2,2179,118.1,7
Mahindra EcoSport,2016,2.8,16.0,142521,CNG,Dealer,Automatic,First,15.3,2179,117.1,6
Maruti i20,2020,8.45,20.66,78741,Diesel,Individual,Manual,First,16.5,1997,117.5,5
Hyundai i20,2014,2.24,7.02,18275,Petrol,Individual,Manual,Second,12.9,799,133.5,6
Hyundai i20,2017,2.65,17.39,145302,Petrol,Individual,Manual,Second,19.2,2184,138.9,6
Maruti Polo,2011,4.67,22.57,49135,Petrol,Individual,Automatic,First,17.0,1598,54.2,5
Toyota Nexon,2007,3.39,11.98,27228,Petrol,Individual,Automatic,First,23.1,1598,186.1,5
Hyundai XUV300,2005,1.08,4.55,32632,Petrol,Dealer,Automatic,Third,20.9,1598,164.6,4
Hyundai Innova,2006,3.11,23.54,131839,Diesel,Individual,Manual,First,22.5,1396,183.5,5
Volkswagen Polo,2013,1.17,15.78,136937,Petrol,Individual,Manual,First,21.8,1396,179.0,5
Hyundai City,2017,7.72,24.82,83315,Petrol,Dealer,Automatic,First,17.0,1199,84.2,7
Honda Kwid,2021,3.63,8.6,69610,Petrol,Individual,Automatic,Second,26.2,1199,69.7,6
Hyundai Swift,2013,0.65,9.45,145548,Petrol,Individual,Manual,Second,19.3,2179,180.8,4
Tata Kwid,2008,0.51,5.28,127640,CNG,Individual,Automatic,First,14.1,2184,184.3,8
Maruti Nexon,2014,4.8,14.97,12928,Diesel,Individual,Manual,First,25.1,1598,140.0,5
Volkswagen Nexon,2019,2.76,6.58,9611,Diesel,Individual,Manual,Third,17.1,799,57.6,4
Maruti Polo,2005,2.75,17.74,116573,Petrol,Dealer,Manual,First,26.3,2184,194.6,5
Maruti Magnite,2021,5.56,9.63,60355,Diesel,Individual,Manual,First,13.7,799,129.1,6
Maruti XUV300,2010,1.19,5.33,70792,Petrol,Individual,Manual,First,17.8,998,170.2,5
Maruti Swift,2021,0.92,3.89,139035,Petrol,Individual,Manual,First,14.4,2184,129.0,5
Nissan Polo,2020,11.89,17.41,16351,Diesel,Dealer,Manual,First,15.3,1197,79.1,5
Ford Kwid,2017,1.13,4.24,90820,Petrol,Dealer,Manual,First,22.5,2993,191.6,5
Hyundai City,2013,2.75,16.63,121850,Diesel,Individual,Manual,First,27.8,2179,164.1,8
